Zbar1,Zbar2,Zbar3,ZbarX12,ZbarX22,ZbarX32,X1,y,y_pred,p_pred
0.6491999999999999,0.3508,0.0,-0.33457787250791476,-0.18079161687581102,-0.0,-1.3178487207619962,0.0,0.0,0.33339284586642676
0.5297999999999998,0.4702000000000001,0.0,-0.08377015688558961,-0.07434640952737685,-0.0,-1.3178487207619962,0.0,0.0,0.3082513469607192
0.3889999999999999,0.6110000000000001,0.0,-0.03533725854987129,-0.05550402306933513,-0.0,-1.3178487207619962,1.0,0.0,0.2774074778027842
0.4787999999999999,0.5212000000000001,0.0,-0.13273317627483378,-0.14448732555230448,-0.0,-1.3178487207619962,1.0,0.0,0.29661101641555265
0.3773999999999999,0.6226000000000002,0.0,0.1476472698284685,0.24357496077160717,0.0,-1.3178487207619962,0.0,0.0,0.2747397741969514
0.7012,0.29880000000000007,0.0,-0.026837423561272646,-0.011436141129646703,-0.0,-1.3178487207619962,1.0,0.0,0.3492131558882826
0.3668,0.6332,0.0,0.039939782894382686,0.06894730242290925,0.0,-1.3178487207619962,0.0,0.0,0.27255639197232717
0.22459999999999994,0.7754000000000001,0.0,0.1849655748371668,0.6385677058269777,0.0,-1.3178487207619962,0.0,0.0,0.2402518912043646
0.3676000000000002,0.6321999999999998,0.00020000000000000006,0.41403061775266153,0.7120515683983472,0.00022526148952810743,-1.3178487207619962,1.0,0.0,0.2720462412689616
0.43779999999999986,0.5622000000000001,0.0,-0.08458133671365661,-0.10861495546006802,-0.0,-1.3178487207619962,1.0,0.0,0.28784907849319274
0.5900000000000001,0.4099999999999998,0.0,0.055263298048877786,0.03840330881362691,0.0,-1.3178487207619962,1.0,0.0,0.32329238566166957
0.4592,0.5408000000000001,0.0,-0.3875015503150718,-0.45636071082402185,-0.0,-1.3178487207619962,0.0,0.0,0.2914471943468698
0.6698000000000001,0.33019999999999994,0.0,-1.3895503794023527,-0.6850246868896039,-0.0,-1.3178487207619962,1.0,0.0,0.3266153961994139
0.8600000000000001,0.13999999999999999,0.0,-1.2336317504956016,-0.20082377333649323,-0.0,-1.3178487207619962,0.0,0.0,0.37046598452010704
0.559,0.4409999999999999,0.0,0.35816704993894527,0.2825611252648923,0.0,-1.3178487207619962,1.0,0.0,0.31829696798600315
0.42919999999999997,0.5706000000000001,0.00020000000000000004,0.3661563739397003,0.486786642520953,0.00017062272783769823,-1.3178487207619962,0.0,0.0,0.28685243625260987
0.3482000000000001,0.6422,0.009599999999999997,-0.06941542347180707,-0.12802580400228167,-0.0019138083438522326,-1.1994342000927734,0.0,0.0,0.29091365153722126
0.33660000000000007,0.6634,0.0,-0.34742713221409993,-0.6847390359798985,-0.0,-1.3178487207619962,0.0,0.0,0.26762325334647424
0.3972,0.6028000000000001,0.0,0.32708229912718284,0.4963877389573662,0.0,-1.3178487207619962,1.0,0.0,0.27922770419241816
0.43879999999999986,0.561,0.00020000000000000015,-0.18537509916390998,-0.2369996140176699,-8.449184100451695e-5,-1.3178487207619962,0.0,0.0,0.2877757562372996
0.34759999999999996,0.6523999999999999,0.0,-0.3671975673533849,-0.6891820855619916,-0.0,-1.3178487207619962,0.0,0.0,0.26971045089542317
0.6305999999999998,0.3608000000000002,0.008600000000000002,-1.5528067856472774,-0.8884438443728799,-0.02117687655655977,-1.1994342000927734,0.0,0.0,0.3414430203656946
0.3380000000000002,0.6619999999999998,0.0,0.12840282741871,0.25148719453013596,0.0,-1.3178487207619962,1.0,0.0,0.2660171471307251
0.5496,0.45039999999999997,0.0,0.9367149977205428,0.7676427128335743,0.0,-1.3178487207619962,1.0,0.0,0.3202489551804376
0.48059999999999975,0.5194000000000002,0.0,-0.777345828382076,-0.8401028365827105,-0.0,-1.3178487207619962,1.0,0.0,0.29411221848508995
0.5299999999999999,0.47,0.0,-0.8533443961710774,-0.756739370189446,-0.0,-1.3178487207619962,0.0,0.0,0.30327514580100284
0.5702000000000002,0.4297999999999999,0.0,0.13381454801104414,0.10086547305357199,0.0,-1.3178487207619962,0.0,0.0,0.31924208505541235
0.29600000000000004,0.7037999999999999,0.00019999999999999993,-0.2797889229018626,-0.6652548781700365,-0.00018904656952828543,-1.3178487207619962,0.0,0.0,0.25987182048505697
0.7091999999999998,0.2908000000000001,0.0,-0.41491495299272435,-0.17013151202803767,-0.0,-1.3178487207619962,0.0,0.0,0.3464706649449095
0.8410000000000001,0.15899999999999992,0.0,-1.0030331823946772,-0.1896340975038687,-0.0,-1.3178487207619962,0.0,0.0,0.3694801628748316
0.5498,0.4502,0.0,-0.24335307491119573,-0.19926801441436945,-0.0,-1.3178487207619962,0.0,0.0,0.31164230568913676
0.5196000000000003,0.48039999999999977,0.0,-0.4118171033768705,-0.3807485305278067,-0.0,-1.3178487207619962,0.0,0.0,0.3039315090805223
0.6808,0.3191999999999999,0.0,0.044922593954634805,0.021062414791891047,0.0,-1.3178487207619962,1.0,0.0,0.34506654979301177
0.4178,0.5821999999999999,0.0,0.5644828720032088,0.7866010724755101,0.0,-1.3178487207619962,0.0,0.0,0.28443275155888736
0.5698000000000001,0.4301999999999999,0.0,0.06044464394182419,0.04563581225653344,0.0,-1.3178487207619962,0.0,0.0,0.3185575202545755
0.48679999999999984,0.5132000000000002,0.0,-0.1808512623542975,-0.19065913689446495,-0.0,-1.3178487207619962,0.0,0.0,0.29813731669068594
0.682,0.318,0.0,-0.4454794201198279,-0.20771621055440653,-0.0,-1.3178487207619962,0.0,0.0,0.3397665714952396
0.6398,0.3602,0.0,0.5730655500856786,0.3226292765565199,0.0,-1.3178487207619962,0.0,0.0,0.3405520714604574
0.6593999999999999,0.34060000000000024,0.0,0.3588464488482046,0.18535502043933666,0.0,-1.3178487207619962,0.0,0.0,0.3432601094311962
0.5984,0.40160000000000007,0.0,-0.41845391720385505,-0.28083404603788137,-0.0,-1.3178487207619962,0.0,0.0,0.32104608604965573
0.5291999999999999,0.4708000000000002,0.0,0.7319075320418735,0.6511376910153331,0.0,-1.3178487207619962,1.0,0.0,0.3134622138862908
0.6696000000000001,0.3303999999999999,0.0,-0.08483924206218602,-0.041862134972141946,-0.0,-1.3178487207619962,0.0,0.0,0.34089257813079415
0.5396,0.46040000000000003,0.0,-0.4746368849747694,-0.4049718714647589,-0.0,-1.3178487207619962,1.0,0.0,0.3077793680492061
0.5482,0.4518,0.0,0.48426126940248426,0.39910478204312727,0.0,-1.3178487207619962,1.0,0.0,0.3165674548195278
0.5114,0.4798,0.0088,0.2594803088026083,0.24344671913080068,0.004465050288351493,-1.3178487207619962,1.0,0.0,0.3043636902568007
0.39780000000000004,0.5934,0.008799999999999999,0.04264284930794603,0.06361052483493006,0.0009433310053039845,-1.3178487207619962,0.0,0.0,0.2776613994354161
0.32759999999999984,0.6724000000000001,0.0,0.15918349514775448,0.3267246096988711,0.0,-1.3178487207619962,0.0,0.0,0.26357840050310033
0.8317999999999998,0.16820000000000018,0.0,-1.6437985188551867,-0.3323959015044996,-0.0,-1.3178487207619962,1.0,0.0,0.3579677561765635
0.7824,0.2176,0.0,1.2950542902978097,0.36017869832413524,0.0,-1.3178487207619962,1.0,0.0,0.38781859913576266
