coef,est
omega1,1.0171367772972286
omega2,-0.06014178116182198
omega3,-0.9926973624112405
omega4,0.0727180961036653
omega5,-0.04733865855400872
omega6,-0.04136347865875053
omega7,0.9988516823649243
