coef,est
omega1,-0.027313714772375874
omega2,-0.9445184575198695
omega3,0.9750051634584267
omega4,0.01621273208289814
omega5,0.0048158351391229814
omega6,-0.004587111684255768
omega7,1.9818682600860775
