coef,est
omega1,0.9903764865264364
omega2,-0.0053640297090957745
omega3,-1.0070013113491711
omega4,-0.0208426319194909
omega5,0.001135374565105221
omega6,0.0018470607873147943
omega7,2.0036291173635625
