Zbar1,Zbar2,Zbar3,y,y_pred
0.5090999999999996,0.0001,0.4908000000000005,-2.239172407141378,-2.2048879368175367
0.4389000000000005,0.0004,0.5607000000000002,-2.2206429973152795,-2.204521845774866
0.5601000000000002,0.0001,0.43980000000000036,-2.2308618846251815,-2.2037340554540776
0.48940000000000056,0.0002,0.5103999999999996,-2.228091295978435,-2.204682193508317
0.255,0.0,0.7449999999999991,-2.2358364527637797,-2.2112884392897993
0.49830000000000035,0.0,0.5017000000000001,-2.228795446798673,-2.205783746432356
0.7104999999999997,0.007500000000000007,0.2820000000000001,-2.228831602146887,-2.1521233249106855
0.28780000000000044,0.0004,0.7117999999999995,-2.2249282181897674,-2.2079405021281735
0.8608000000000018,0.009699999999999999,0.1294999999999999,-2.021332279321312,-2.134390686777425
0.5095999999999996,0.0,0.49040000000000056,-2.2275375213434705,-2.2055280825224126
0.7109999999999996,0.010299999999999993,0.27870000000000006,-2.0276113389155426,-2.1338711808649493
0.7530999999999998,0.018099999999999995,0.22879999999999995,-2.2299877054902084,-2.0821049182655025
0.26160000000000005,0.008800000000000004,0.7295999999999988,-2.2272501155813753,-2.1538107859471944
0.17579999999999998,0.0002,0.8239999999999986,-2.2202248555148327,-2.211777432637352
0.33740000000000064,0.01809999999999999,0.6444999999999996,-2.0280789702254216,-2.0915101826339395
0.6000000000000003,0.019099999999999992,0.3809000000000004,-2.026835682161606,-2.0790542421957365
0.6634000000000007,0.008700000000000001,0.32790000000000014,-2.220936490672026,-2.1453714690803802
0.42820000000000036,0.009799999999999996,0.5620000000000002,-2.037330975834992,-2.1435268574872715
0.32870000000000027,0.007200000000000006,0.6641000000000007,-2.2315820014817773,-2.162715972351082
0.32680000000000026,0.0002,0.6730000000000006,-2.2246165459399068,-2.208361038796525
0.44820000000000026,0.0,0.5518000000000001,-2.2249252805778474,-2.2069172651835194
0.8412999999999988,0.0001,0.15859999999999994,-2.230038182392827,-2.1973718703677037
0.4387000000000005,0.009399999999999997,0.5519,-2.0330384440993314,-2.145895126746197
0.5515999999999999,0.018299999999999997,0.43010000000000065,-2.2317175444555892,-2.085360964372884
0.6204999999999992,0.009599999999999996,0.36989999999999984,-2.0257747104325046,-2.1404789625278067
0.5492000000000001,0.008300000000000005,0.44250000000000045,-2.234518940693594,-2.150561091398589
0.3388000000000006,0.028600000000000063,0.6325999999999994,-2.0495852480322707,-2.0230753893966953
0.5500999999999998,0.018899999999999997,0.4310000000000007,-2.0358536554636277,-2.0814861524564696
0.36879999999999974,0.0001,0.6310999999999988,-2.22457821516062,-2.2080622418232863
0.3893000000000002,0.02790000000000004,0.582800000000001,-2.2345389948284957,-2.0264930284664624
0.6619000000000009,0.019099999999999985,0.31899999999999984,-2.032923222890451,-2.0776537469722434
0.6915000000000009,0.0,0.3084999999999997,-2.2340509702228966,-2.2014125723260736
0.6803000000000012,0.020099999999999993,0.2996000000000002,-1.8296103677515267,-2.070722862003784
0.5193999999999995,0.05900000000000013,0.4215999999999998,-1.2397489287493733,-1.820945978614767
0.7019000000000003,0.017499999999999995,0.2806,-2.211672586719259,-2.0871720742574933
0.3881000000000002,0.01859999999999999,0.5933000000000006,-2.023754589684075,-2.0871057974716005
0.2677999999999999,0.00030000000000000003,0.7318999999999986,-2.215996586817726,-2.209044462890907
0.4617999999999996,0.008400000000000005,0.5298000000000007,-2.2372091535453036,-2.151887069036549
0.4891000000000005,0.009699999999999995,0.5012000000000002,-2.0293936720105856,-2.1428004456558147
0.6704000000000008,0.009299999999999998,0.3203,-2.2185578234151855,-2.141304343603389
0.3492000000000003,0.018299999999999993,0.6324999999999994,-2.2318285245051253,-2.089940289627083
0.2781,0.05760000000000011,0.6643000000000006,-2.0271016054385744,-1.8355258369643432
0.6010000000000003,0.0002,0.39880000000000015,-2.2251990474581094,-2.20215722958357
0.4381000000000004,0.029500000000000064,0.5324000000000007,-1.8355895668515154,-2.014965590101305
0.6807000000000012,0.0374,0.28190000000000004,-2.0208084190493683,-1.9580115317174653
0.4680999999999994,0.00030000000000000003,0.5316000000000008,-2.232113234529172,-2.2045126503987347
0.6104999999999996,0.015999999999999997,0.3735000000000001,-2.2171059577685783,-2.099011884670747
0.7309999999999985,0.008999999999999998,0.2599999999999998,-2.235207625109153,-2.141887635843884
0.4389000000000004,0.0,0.5610999999999999,-2.2378210220132706,-2.2071276788439147
0.49880000000000035,0.0392,0.4619999999999996,-1.6331342291777562,-1.950400793103078
0.6002000000000003,0.018599999999999995,0.3812000000000006,-2.0348625988364395,-2.0823070085070943
0.45959999999999956,0.0,0.5404000000000002,-2.2281832230575063,-2.2066593387610975
0.3789000000000004,0.059000000000000115,0.5620999999999997,-1.8344989071929076,-1.8241248086454767
0.5999000000000003,0.05010000000000005,0.35000000000000026,-1.8381386260255506,-1.877104441856846
0.5206999999999997,0.02009999999999999,0.45919999999999955,-2.024281888803411,-2.0743338319176647
0.2336000000000002,0.01859999999999999,0.7477999999999994,-2.0271013060293237,-2.0906013792491374
0.4697999999999998,0.03939999999999999,0.49080000000000057,-1.8285734173385626,-1.9497540051869915
0.15640000000000004,0.029500000000000064,0.8140999999999994,-1.8342894735803554,-2.021339087750058
0.48900000000000055,0.008400000000000005,0.5026000000000002,-2.227036412277929,-2.151271665642704
0.5890000000000007,0.008700000000000003,0.40230000000000005,-2.2292688561071916,-2.147054778363545
0.6614000000000009,0.0002,0.33840000000000064,-2.2193222223912037,-2.2007906720472397
0.5808000000000008,0.008600000000000002,0.4105999999999996,-2.226617349891801,-2.147891762653951
0.48000000000000076,0.009000000000000001,0.5109999999999996,-2.2288406932495493,-2.1475665421620924
0.39890000000000025,0.04850000000000004,0.5525999999999998,-2.038592747766918,-1.8920754242125621
0.48910000000000065,0.007100000000000006,0.5038,-2.2241752137937945,-2.159738360604639
0.3890000000000002,0.02580000000000002,0.585200000000001,-2.0223470114066573,-2.0401804396164067
0.4682999999999996,0.0001,0.5316000000000007,-2.2242422645246243,-2.205811041908305
0.3089999999999998,0.03770000000000002,0.6532999999999994,-2.029252762335311,-1.9644669157940653
0.3071999999999999,0.04670000000000002,0.6460999999999998,-1.837073442326404,-1.9058763969650363
0.5012000000000002,0.017299999999999996,0.48150000000000087,-2.23279493736216,-2.0930158533341054
0.21909999999999996,0.028400000000000057,0.7524999999999998,-2.028924567668354,-2.027086533366634
0.7111999999999996,0.038300000000000015,0.2505000000000001,-2.03090053879148,-1.9514583410065014
0.6442999999999997,0.03630000000000001,0.3193999999999997,-2.2214057873566855,-1.9660011271991118
0.48940000000000045,0.009999999999999995,0.5006000000000002,-2.0253981253357614,-2.140839283316595
0.29720000000000024,0.04820000000000002,0.6546000000000001,-2.0288598951376096,-1.8963307742038378
0.2861000000000004,0.008700000000000001,0.7052000000000002,-2.2273024258182437,-2.1539079286575045
0.30709999999999976,0.048800000000000024,0.6440999999999997,-1.6290908518519345,-1.892198035865001
0.3378000000000007,0.015400000000000004,0.6467999999999996,-2.229127774927518,-2.1090905058001166
0.25839999999999985,0.026800000000000025,0.7147999999999995,-2.2274773131266317,-2.0366206982392256
0.47980000000000084,0.07869999999999995,0.4415000000000003,-1.8315174868489408,-1.6935046549051034
0.39910000000000023,0.048000000000000015,0.5529000000000003,-1.633924381127686,-1.895328190523921
0.3772000000000005,0.02730000000000004,0.5955000000000005,-2.2328421566820675,-2.030675542079799
0.6600000000000005,0.008000000000000005,0.3320000000000004,-2.2172785465603204,-2.1500086023754483
0.33830000000000066,0.0163,0.6453999999999996,-2.225695408387626,-2.1032160688323676
0.4406000000000003,0.03710000000000003,0.5223,-2.229021929620238,-1.9653981989774212
0.6409999999999996,0.0177,0.34130000000000066,-2.2375804736013927,-2.0872470278216877
0.34940000000000027,0.04540000000000004,0.6052,-2.225684524623257,-1.9133905741739987
0.6823000000000013,0.04890000000000002,0.26880000000000004,-1.8360865655403247,-1.883057630782643
0.32830000000000037,0.07969999999999994,0.5920000000000006,-1.2295453173160764,-1.690417778635697
0.45799999999999963,0.027500000000000042,0.5144999999999997,-2.2254710345243085,-2.027544515463554
0.3470000000000003,0.05830000000000011,0.5947000000000003,-1.6258155807258134,-1.829406757996597
0.2684,0.047400000000000025,0.6842000000000014,-2.031437399412302,-1.9021940439354232
0.4076999999999996,0.03770000000000002,0.5546000000000001,-2.0261902749471576,-1.9622338159789003
0.741499999999999,0.03949999999999999,0.219,-1.8307172462430834,-1.9429553005187066
0.44920000000000027,0.017499999999999995,0.5333000000000008,-2.2298683212107684,-2.092889443287814
0.41879999999999956,0.04640000000000002,0.5348000000000005,-2.2379925815549915,-1.9053058078420775
0.3902000000000001,0.028300000000000047,0.581500000000001,-2.221831757568373,-2.0238668327851164
0.4384000000000004,0.06850000000000002,0.4931000000000004,-2.236282580501913,-1.7608900783315071
0.5499999999999998,0.07989999999999996,0.37009999999999965,-1.439706709248324,-1.684098871938835
0.36839999999999984,0.058700000000000106,0.5729000000000001,-2.030724463323324,-1.8263167472573876
0.5307000000000007,0.0785,0.39080000000000015,-2.033213772664165,-1.6936559525886454
0.4177999999999995,0.03790000000000001,0.5443000000000001,-2.028880905249827,-1.9607023856841606
0.792600000000001,0.04830000000000003,0.1591,-1.8290785765888888,-1.8844708291236756
0.5811000000000012,0.04850000000000002,0.37039999999999973,-2.019878038054227,-1.8879531264787923
0.46989999999999965,0.06900000000000003,0.4610999999999997,-1.6411193817301275,-1.756920095564819
0.3469000000000004,0.018899999999999997,0.6341999999999989,-2.0186548140132725,-2.086083577810487
0.23370000000000019,0.06710000000000006,0.6992000000000004,-1.838228053165597,-1.7746418571143614
0.3485000000000003,0.026800000000000043,0.6246999999999993,-2.039899142371169,-2.034582174497114
0.2571999999999999,0.03790000000000001,0.7049000000000001,-1.8268941019527878,-1.964335980722821
0.5194999999999997,0.04710000000000001,0.43340000000000073,-2.0289377294501776,-1.8984672499065274
0.5303000000000009,0.07999999999999997,0.3897000000000002,-1.8257461834333142,-1.6838931286296184
0.3171999999999998,0.07770000000000005,0.6051,-1.8325671321526702,-1.7036980828659318
0.2874000000000003,0.06870000000000002,0.6438999999999995,-1.4286039332865672,-1.7630035556378116
0.32890000000000025,0.03840000000000001,0.6326999999999992,-1.826996362427841,-1.9594564679402313
0.40779999999999966,0.03770000000000002,0.5545000000000001,-2.2256764315432758,-1.962231553466423
0.4590999999999996,0.04850000000000003,0.4924000000000005,-2.021483865943098,-1.8907133917011847
0.37970000000000054,0.0773,0.5430000000000003,-2.0212577997104755,-1.7048898456366266
0.3681999999999998,0.05590000000000009,0.5759000000000002,-2.022991371010805,-1.844562103765692
0.28670000000000034,0.028700000000000055,0.684600000000001,-2.036335289626841,-2.0236027001301466
0.30679999999999985,0.08949999999999993,0.6037000000000001,-1.4384387567136792,-1.6270613086266073
0.12889999999999996,0.06810000000000001,0.8030000000000003,-2.0276474327687897,-1.770498387518022
