NoText_reg,BTR_noCVEM_K2,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K15,BTR_noCVEM_K20,BTR_noCVEM_K25,BTR_noCVEM_K30,BTR_noCVEM_K40,BTR_noCVEM_K50
0.01751952966438626,-1.0239558152020989,-1.0314989700523163,-1.0160382335342024,-1.0110852628001128,-0.9868887966773072,-0.9658189196163685,-0.968178713096242,-0.9965834929994861,-0.9478514135343291
0.02733961633258744,-1.0234437909097935,-1.0313895946544436,-1.0156587164494306,-1.0110091802248022,-0.9868718738062984,-0.965028435661134,-0.9671573731631269,-0.9964251706701988,-0.9477394367748352
0.02736793465057405,-1.0232447502542903,-1.0312402609728726,-1.0155568544629674,-1.0109323446056382,-0.9868290241844183,-0.964997467135754,-0.9669437420185695,-0.9962408566612675,-0.9476738855428856
0.029812652909541375,-1.0232190827111536,-1.0312390647105307,-1.0151598889391642,-1.0109110529297183,-0.9865891723007861,-0.9647574040281737,-0.9667857932594365,-0.9959440756360978,-0.9474569890974901
0.031708148618582864,-1.023085168963142,-1.0308778674359342,-1.0151551756515438,-1.0108222224400554,-0.9864318092603991,-0.964719341100902,-0.9667225369897927,-0.995848677297827,-0.9474406650949948
0.034155052718326855,-1.023074955965311,-1.0307963914777667,-1.0150550149140996,-1.0107963786481553,-0.986393265050878,-0.9647191165274956,-0.9666546968077933,-0.9958170753793307,-0.9471173946231882
0.03505557165522354,-1.0228085397288649,-1.0307457227545151,-1.014957398915319,-1.0107869948229362,-0.9863505845525907,-0.9647139015985519,-0.9666018051679479,-0.9956608598198954,-0.9470817302191048
0.03519004586101811,-1.0227805718548002,-1.0307422443770733,-1.0149094819998752,-1.0107254769507772,-0.9863261266325254,-0.9645400846926474,-0.9663598879016183,-0.9954812029806248,-0.9469836750817108
0.03566503765868368,-1.022703727864175,-1.030660881760082,-1.0148590407868738,-1.0106748105918377,-0.9863247358505598,-0.9645035907511254,-0.9662833707195146,-0.9953366448416118,-0.9468606192599958
0.03573096422398651,-1.0225152890712428,-1.030657623225877,-1.014746448791336,-1.0106537025192444,-0.9863168558851589,-0.9644968072223975,-0.9661826214140192,-0.9952180883792197,-0.946789781990695
0.03610778403142556,-1.022493686168888,-1.0305919487344024,-1.0147421202489548,-1.0106469911658007,-0.9862935940157121,-0.9644381819189567,-0.9661709032918107,-0.9951243789786542,-0.9467173676699213
0.03625508349578273,-1.0220853901004843,-1.0305772834157687,-1.0147380044972276,-1.010626231273092,-0.9862755916070903,-0.9644328053928632,-0.9661319252291624,-0.9951202553284291,-0.946637280123549
0.036660296486969286,-1.0220325919492208,-1.0305510389734331,-1.0147360600957853,-1.0105608790716116,-0.9862266386130313,-0.9644279100469101,-0.9660416277239549,-0.9951168575702319,-0.9466075631466355
0.03671762146077223,-1.0220323949169203,-1.030514539617249,-1.0147265740820772,-1.0104277420746488,-0.9861822515331387,-0.9643635885372435,-0.9659736167881723,-0.9950002112318341,-0.9465758423556576
0.03687612854898105,-1.0219999118397032,-1.030401017431778,-1.0147060292830228,-1.0103435915155234,-0.9861543389432175,-0.9643151685627318,-0.9659586384466817,-0.9949888407479224,-0.9464607391607445
0.037280094149056815,-1.0219943082879113,-1.0303843825762486,-1.0146852999047975,-1.0103331136812574,-0.9861001077619084,-0.9640927014208119,-0.9657871751914,-0.9949678667503853,-0.9464503740948168
0.037528057905418986,-1.02196039025833,-1.030298115913311,-1.0146843545097173,-1.0102984057687763,-0.9860773909425763,-0.9640559385404172,-0.9657835721536041,-0.9949262538796091,-0.9464342200531828
0.03755193712834656,-1.0219344448760954,-1.0302815068692635,-1.014663498870058,-1.0102507676816597,-0.9860744573837872,-0.9640339955766357,-0.9657291349193176,-0.9948489495669877,-0.9463929609802362
