NoText_reg,BTR_noCVEM_K2,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K15,BTR_noCVEM_K20,BTR_noCVEM_K25,BTR_noCVEM_K30,BTR_noCVEM_K40,BTR_noCVEM_K50,LDA_K2,LDA_K5,LDA_K10,LDA_K15,LDA_K20,LDA_K25,LDA_K30,LDA_K40,LDA_K50,sLDA_K2,sLDA_K5,sLDA_K10,sLDA_K15,sLDA_K20,sLDA_K25,sLDA_K30,sLDA_K40,sLDA_K50
0.03610778403142556,-1.022493686168888,-1.0305919487344024,-1.0147421202489548,-1.0106469911658007,-0.9862935940157121,-0.9644381819189567,-0.9661709032918107,-0.9951243789786542,-0.9467173676699213,-0.4677673894903034,-0.6159361350661469,-0.7447512340321065,-0.7015317211897106,-0.7155283322367252,-0.7335805663159568,-0.726552938715795,-0.7424376950462376,-0.7078332962090993,-0.014255714769700865,-0.014374899370928718,-0.014609203811864232,-0.014224996394208132,-0.014453169723629082,-0.01651442055034149,-0.012516412012538095,-0.01587946354777858,-0.01261514260014135
0.03625508349578273,-1.0220853901004843,-1.0305772834157687,-1.0147380044972276,-1.010626231273092,-0.9862755916070903,-0.9644328053928632,-0.9661319252291624,-0.9951202553284291,-0.946637280123549,-0.4673420374010093,-0.6156268065696545,-0.7441343432908083,-0.7015043933360244,-0.7138967228851707,-0.7319914943615012,-0.7261659949781626,-0.7421682159096018,-0.7077770460515008,-0.014112303496106413,-0.014305502521018584,-0.014589495496601684,-0.014204549194582469,-0.014376069874875413,-0.016510839657548987,-0.012489460865006227,-0.01586452803721675,-0.012592918632523282
0.036660296486969286,-1.0220325919492208,-1.0305510389734331,-1.0147360600957853,-1.0105608790716116,-0.9862266386130313,-0.9644279100469101,-0.9660416277239549,-0.9951168575702319,-0.9466075631466355,-0.4671828857896758,-0.6145356824785116,-0.7434850747650805,-0.7014683746788715,-0.7134571096286257,-0.7315387093923701,-0.726066790821951,-0.7418395451566692,-0.7075517254862684,-0.014110252013906125,-0.014243633794158864,-0.014494911518466547,-0.014199195376380844,-0.014337949148861258,-0.016500630024093237,-0.012417116280591835,-0.01586030175905497,-0.01256282978270186
0.03671762146077223,-1.0220323949169203,-1.030514539617249,-1.0147265740820772,-1.0104277420746488,-0.9861822515331387,-0.9643635885372435,-0.9659736167881723,-0.9950002112318341,-0.9465758423556576,-0.4670446634275415,-0.6144853472869929,-0.7431860698600472,-0.701024074809469,-0.7130744074146252,-0.7308198538483688,-0.7251430201775078,-0.7415570510008419,-0.7070877492154005,-0.01410266421884575,-0.014229602974243017,-0.014487208398239602,-0.014110763543659099,-0.014335881483454039,-0.016493259300770446,-0.012416221943397417,-0.015819988928458775,-0.012560391122068509
0.03687612854898105,-1.0219999118397032,-1.030401017431778,-1.0147060292830228,-1.0103435915155234,-0.9861543389432175,-0.9643151685627318,-0.9659586384466817,-0.9949888407479224,-0.9464607391607445,-0.46586417733162033,-0.6140596371253306,-0.7421950648119781,-0.700937391740956,-0.7116418425182012,-0.730770016594225,-0.7248986529842943,-0.7403614173609208,-0.7063706754767067,-0.014098863268660538,-0.014227620673552342,-0.014452815474747187,-0.014023767419019298,-0.014262082467468122,-0.016470952436420938,-0.012394001559718235,-0.01579608145724415,-0.012516537688108518
0.037280094149056815,-1.0219943082879113,-1.0303843825762486,-1.0146852999047975,-1.0103331136812574,-0.9861001077619084,-0.9640927014208119,-0.9657871751914,-0.9949678667503853,-0.9464503740948168,-0.4653146367774255,-0.6138770377127802,-0.7419214272912114,-0.7005119522394249,-0.711046955821557,-0.7305293045249069,-0.724431154873499,-0.7401744804737355,-0.7056000595248081,-0.01408155381976996,-0.01422048734385167,-0.014430083075563524,-0.013997941026345148,-0.0142076557413573,-0.016380484979016518,-0.01236478086379839,-0.015756053945499674,-0.01248378537610703
0.037528057905418986,-1.02196039025833,-1.030298115913311,-1.0146843545097173,-1.0102984057687763,-0.9860773909425763,-0.9640559385404172,-0.9657835721536041,-0.9949262538796091,-0.9464342200531828,-0.46437671376680245,-0.613763733543275,-0.7413619201430411,-0.7002541161279556,-0.710753685018286,-0.7300784144282485,-0.7238315669201113,-0.7381349452373849,-0.7054970472857892,-0.014067995381201428,-0.014204017066969778,-0.014412127003774644,-0.013951448367802603,-0.014170380894063115,-0.016372511740608782,-0.012363654859221574,-0.0157508478092036,-0.012467819413129713
0.03755193712834656,-1.0219344448760954,-1.0302815068692635,-1.014663498870058,-1.0102507676816597,-0.9860744573837872,-0.9640339955766357,-0.9657291349193176,-0.9948489495669877,-0.9463929609802362,-0.4643705023696731,-0.6136642562361018,-0.7407119062177915,-0.699928561962931,-0.710635509170735,-0.7292350263872828,-0.723599495333802,-0.7376894058942471,-0.7047891482934892,-0.014040146725480686,-0.014152742793075174,-0.01440696172729178,-0.013887061637522277,-0.014161206936977042,-0.016370582519058933,-0.012358022406623499,-0.015715564821971822,-0.012447814809529535
0.03780681079353766,-1.021930024610374,-1.0302692029435792,-1.0146493041169629,-1.0101529312913033,-0.9860709584424369,-0.9640306227135508,-0.9656999964678187,-0.9948300335146512,-0.9463904926850456,-0.46415195993560254,-0.6136590613267923,-0.7406150377603438,-0.699779833171969,-0.7103756427323994,-0.7286596000133734,-0.7234849902451826,-0.7374739762688243,-0.7046585419604098,-0.0140378110420993,-0.014132767338213241,-0.014346941003139045,-0.013873135209949473,-0.014149274627714713,-0.016365980539557717,-0.012357170823964349,-0.015690977637490663,-0.012377148991635065
0.03803508109928461,-1.0218597885442184,-1.030171534931646,-1.0146258979690184,-1.010108588163294,-0.9860620570679257,-0.9639955709335802,-0.9656213574266495,-0.9948231299155571,-0.9462839261537156,-0.46306560974827726,-0.6129383675392283,-0.7405017673536808,-0.699762068870046,-0.7102456332562042,-0.7284229606415684,-0.7234484681164629,-0.7374624032339905,-0.7044292469615289,-0.014033396474200946,-0.014131253814464754,-0.014333119621506522,-0.013868422602861499,-0.014141871169513839,-0.016360114911052017,-0.012307356943648288,-0.01566818586297282,-0.01234174540321908
0.03854399132385203,-1.0217771286980486,-1.0301577293403394,-1.0145732468517237,-1.0100599351871344,-0.9860339587727428,-0.9639911482269965,-0.9655716157498239,-0.9948070179658702,-0.9462769297970449,-0.4626962209908346,-0.6128002901941461,-0.7403977126629321,-0.6993615670493738,-0.7098705821644343,-0.7284217462941835,-0.7232960928780094,-0.7366761545061973,-0.7043680312411013,-0.014031941785044468,-0.014116175909159413,-0.014317458504506874,-0.01385307566042048,-0.014123479367948513,-0.0163300339471108,-0.012300743120050608,-0.01563721592361145,-0.012298066424199686
0.03909609246920266,-1.0217143052568523,-1.03015256346408,-1.014562915687983,-1.0100557012297509,-0.985940807693297,-0.9639822616930411,-0.9655632274745369,-0.9948057396733405,-0.9462503032710455,-0.46138336276072534,-0.6124220279850433,-0.740349897091836,-0.6992626979907381,-0.7094644232008606,-0.7283623955806243,-0.7228247221621023,-0.7364299131099177,-0.7043646475941364,-0.014019859045048915,-0.014109762137613722,-0.014307233890430506,-0.013852795453500256,-0.014121519862692897,-0.016320496991125224,-0.012261650993259933,-0.015611852795553627,-0.012286993734215957
0.039870891196072566,-1.0216214432349036,-1.0301413895282827,-1.014550588520001,-1.0100467655528815,-0.9859230897721611,-0.963945652152518,-0.9655460441841401,-0.9947962591486068,-0.9462482419569437,-0.46136654651968545,-0.6121615346595755,-0.7400731620661359,-0.6992039388333269,-0.7092547536869749,-0.727591175723557,-0.7226541351734623,-0.7362893205226998,-0.7043008937494463,-0.014017264296510845,-0.014029574022679046,-0.014296047612189852,-0.013850300664348409,-0.014116161243569724,-0.01631025165716913,-0.012248398766910166,-0.015590284640838274,-0.01226106441864585
0.04051174757108568,-1.0215680112615328,-1.0301114403963179,-1.01451683438843,-1.010040984730011,-0.9859201615641405,-0.9639450081127056,-0.9655314765077054,-0.9947754767367886,-0.9461963001979143,-0.46113067600191887,-0.6115217972099811,-0.7398952831101187,-0.6988824473285632,-0.7088449091773708,-0.7275067969809625,-0.7221831170349052,-0.735954937790604,-0.7041922009377662,-0.014013937454767578,-0.014023738019051827,-0.014295462084181192,-0.013843188083373759,-0.014107128157025674,-0.016301241303445523,-0.012247201888372822,-0.015587365658219577,-0.012258196556554517
0.040908153407019816,-1.0214820912789673,-1.0301090039884475,-1.0144372169855638,-1.010025653443239,-0.9858184190441451,-0.9639448317868806,-0.9655003775355784,-0.9947471873560797,-0.946195512737086,-0.4609036162979233,-0.6113897548414577,-0.7395139423102692,-0.6984132713526758,-0.7085881410955,-0.7274361844135494,-0.7220386071533957,-0.7354913755514435,-0.703426127728243,-0.014004972074962992,-0.014016818216810225,-0.014277766826470095,-0.013842186079696001,-0.014098774099233054,-0.0162748011464648,-0.012235459323746568,-0.015545003374818876,-0.012205661727481849
0.04111965750961825,-1.0214311057067667,-1.0301057145331989,-1.0144192901430353,-1.0099812771425598,-0.9858180932905171,-0.9638654493420896,-0.965486916307001,-0.9947295303677078,-0.9461832762173799,-0.4605807558842221,-0.6110594412283475,-0.7393313723210648,-0.6982968297544242,-0.7084950996121545,-0.7269514812326731,-0.7219118511031841,-0.7353274993287113,-0.7023216241258785,-0.013997139492235465,-0.013943732255905584,-0.014270437725084474,-0.013798140415869176,-0.01407493464826377,-0.016271596514258368,-0.012208912210440966,-0.015519277861787705,-0.012186749836056027
0.04169329298783121,-1.0214301371279282,-1.0301046289432327,-1.0144042368243398,-1.0099492546139206,-0.9857826588591642,-0.9638273881281237,-0.965470149016594,-0.9945351621235297,-0.9461576787117832,-0.46024970017960654,-0.6109584031340805,-0.7381483883841663,-0.6973925231403693,-0.7083400816439717,-0.7269354938168042,-0.7215366100526541,-0.7348406662588565,-0.701908131609559,-0.013977127289354869,-0.013912565245029231,-0.014257051166155431,-0.013795118616435918,-0.014061479120591087,-0.016269307313740648,-0.012203815565562954,-0.015497612052970577,-0.012180027330549915
0.041901682105211994,-1.02140068711052,-1.0300997113486978,-1.0143885743236125,-1.0099391640678839,-0.9857761123609551,-0.9638094414503773,-0.9654390803637724,-0.9943894706794277,-0.9461397257336466,-0.4601736680682301,-0.6107074016165052,-0.7374453673608747,-0.6973528914043235,-0.7080477335797584,-0.726748286508063,-0.7215119422661853,-0.7344990508155018,-0.7018074118795665,-0.013947594342949609,-0.013910415053108473,-0.014243121990399812,-0.013790549060811156,-0.014011318550474258,-0.016266172907603543,-0.012117749641958591,-0.015497512524811767,-0.012178941655428257
0.04196299892220172,-1.0213942185333305,-1.0300948785092532,-1.0143729926910414,-1.009936463360331,-0.9857517107564348,-0.9637736737184031,-0.9654360197987369,-0.9943861698161331,-0.9461077474581395,-0.4600329930921343,-0.610012833637205,-0.7373638169199562,-0.6973168064620759,-0.7078867618162504,-0.7263772230745882,-0.7211617715898087,-0.7337890279255771,-0.7017200305106474,-0.013940607805260139,-0.013897686894480597,-0.01424261537242993,-0.013789800159698572,-0.014004542602509183,-0.016261762858814,-0.01211440449475019,-0.015492367673484924,-0.012177834908433473
0.04267215964780482,-1.0213889175540332,-1.030093651894683,-1.0143132439425058,-1.0099230704712792,-0.9857463651824037,-0.9637729463284214,-0.9654110496861028,-0.9943860098087612,-0.9461034514116118,-0.4597241678435637,-0.6099293476660774,-0.7372344135960373,-0.6972155551232976,-0.7077320942505744,-0.7261257327939741,-0.7207902307793408,-0.7330189127651784,-0.701506160645252,-0.013901648884954576,-0.01389305696952824,-0.014219994766408717,-0.013780973496858258,-0.013993641880465346,-0.016255927958324274,-0.012104771456610172,-0.015478837488980834,-0.012177095166763685
0.04288198350228396,-1.0213703256041637,-1.0300926010789162,-1.0143087352558338,-1.0098997706481785,-0.985724614501653,-0.9637675555470708,-0.9653745058396482,-0.9943272662902567,-0.9460718746201892,-0.45972330205961826,-0.6098092212715903,-0.7361167742619591,-0.6970392182772376,-0.7074498584486397,-0.7256739784210551,-0.7205443086329802,-0.7326498930794215,-0.7013676594202969,-0.013886049779566355,-0.013882098902139527,-0.014217714926014842,-0.013759002916472241,-0.013992500566200036,-0.016244619402753797,-0.012099482050570706,-0.015472978102955538,-0.012176227385993117
0.04302372171216671,-1.0213275187354927,-1.030087477875187,-1.0142811772271145,-1.0098966202947772,-0.9857104853564633,-0.9637615007062591,-0.9653508616975383,-0.9942887475180985,-0.9460655042377231,-0.45951466225763515,-0.6096243276473214,-0.7358292992539391,-0.6969379072545533,-0.7073525554704976,-0.7242646284010835,-0.7202944624915374,-0.7322371727259898,-0.7013351198343913,-0.013871672899393865,-0.0138699929537896,-0.014201584200850492,-0.013756600020568723,-0.01398930995656662,-0.016243973398461287,-0.01208832273141114,-0.01545339568128005,-0.012176093174891859
0.04319851696117438,-1.0213245785502187,-1.0300717094175786,-1.0142792369414477,-1.0098841030633783,-0.9856987277982727,-0.9637401039161092,-0.9652838673457136,-0.9942622766707921,-0.9460443761734669,-0.45880609084755203,-0.6089640689024621,-0.7357956748012809,-0.6968329452465359,-0.7070653887100387,-0.7238806739261239,-0.7202421584262495,-0.7322146287412021,-0.7009495802625674,-0.01387126711571121,-0.01385193647416404,-0.01419127154415967,-0.013721963062779017,-0.013938103200986474,-0.016234078849032177,-0.012035577698318527,-0.015438762121935581,-0.01216824582322204
0.043256770589052994,-1.0213226600138539,-1.0300589728466496,-1.014249830514701,-1.009882600940624,-0.9856804196002229,-0.9637334468129835,-0.965271540319504,-0.9942620181198188,-0.9460291726761304,-0.45828589118375057,-0.6086498027810883,-0.7357103927041394,-0.696459009600414,-0.7068126487778869,-0.7238731941237843,-0.7200932470545106,-0.7321080883410566,-0.7009184740712175,-0.01384827802195987,-0.013821283594973498,-0.014087849563836954,-0.013719834289821858,-0.013898862212677028,-0.016233201888455666,-0.012034888566243289,-0.01542702054681368,-0.012158820956181534
0.043278666708671726,-1.0212881554983648,-1.030046018253264,-1.0142482774891586,-1.009881970411177,-0.985642857714537,-0.9637193845573376,-0.9652629202151521,-0.9942033608656087,-0.9460073350335723,-0.45803243459312554,-0.6085841277120766,-0.7356216660812248,-0.696387852129137,-0.7067528184644578,-0.7237567694414918,-0.7200196418573206,-0.7320281955238431,-0.7005088656145719,-0.013831466916989596,-0.01381376572115185,-0.014086212552313716,-0.01370666690947382,-0.013893312266879215,-0.01623114033531439,-0.012016186398794962,-0.015417222557489486,-0.012154953451341304
0.04372352792925057,-1.0212336511519462,-1.029977611987415,-1.0142407588801987,-1.0098806361167225,-0.9856301506703328,-0.9637186753879545,-0.9652519020589703,-0.9941985609252525,-0.9459697712570269,-0.4579636268398867,-0.6085625224573958,-0.735545575072523,-0.6962693933524172,-0.706745877159529,-0.7236655365563666,-0.7195890407607662,-0.7319527407292529,-0.700245395622967,-0.013813785150018514,-0.013810848706928452,-0.014084962402621411,-0.013693487459961674,-0.013889399197535682,-0.016222246714216588,-0.012013000172632432,-0.015378484360760556,-0.012154898429731355
0.04417381950515561,-1.0212128851042086,-1.029971299703513,-1.014237512613883,-1.0098715339979705,-0.985609300507301,-0.9637135262365599,-0.9652511599947388,-0.9941894090888734,-0.9459688933113009,-0.4574915034785502,-0.608488125322288,-0.7353513994652173,-0.6962367826594297,-0.706605773954585,-0.723597980710616,-0.7194223717387541,-0.7319474550187989,-0.7000878091068007,-0.013797940391716314,-0.01380626555613282,-0.014074132998275351,-0.013689002243991362,-0.01388112794070274,-0.016210408695145666,-0.011995151915753736,-0.01537518837430722,-0.012135932515249099
0.04442530917840562,-1.021199562243368,-1.0299593573214794,-1.0142145265749656,-1.0098416273191684,-0.9856078323999312,-0.9637026810643594,-0.9651975085034157,-0.9941858245740542,-0.9459545193072433,-0.45730185733810397,-0.6080555136482606,-0.7347060018606792,-0.6961728196296191,-0.706464838944093,-0.7235589278272471,-0.7192735087128205,-0.7317740214305993,-0.6998568865520317,-0.013793101548654787,-0.01378746084192613,-0.014073000660050143,-0.013682665218190235,-0.013861438581534612,-0.016201809556659407,-0.011991828541567669,-0.015350388551152465,-0.012128503709040535
0.044482086883639985,-1.021195714213091,-1.0299501963870081,-1.0141985715855217,-1.0098347056001433,-0.9856062351311656,-0.9636824476215764,-0.9651647591167012,-0.9941774226304823,-0.9459489443683601,-0.4572775902235493,-0.6080176578024197,-0.734668799058972,-0.6959330204240148,-0.7062654311652902,-0.7232776976959258,-0.719146418830852,-0.7313315309447043,-0.6994780440140654,-0.013787331006812287,-0.01375528824913681,-0.014061403276991966,-0.013678858918089985,-0.013853685301459542,-0.016198673443200064,-0.011988876278489147,-0.01534385707208613,-0.012119461249558008
0.044679047151524605,-1.0211954803298766,-1.029927104505733,-1.0141973246051081,-1.009820866965448,-0.98559976149502,-0.963591294000736,-0.9651586806186854,-0.9941528583442736,-0.94591851976094,-0.4571660022890968,-0.6073894499559263,-0.7345923463677773,-0.6959028184380084,-0.7061526298634673,-0.7232405110879978,-0.7187080388079129,-0.7312405724849022,-0.699396113387301,-0.013772027416020741,-0.013747368525448233,-0.014052064492742529,-0.013671052338217799,-0.01384208904533294,-0.016185720425950328,-0.011969218408041767,-0.015308173289990106,-0.012103415255520857
0.04479175919101365,-1.0211701629593148,-1.0298886203961242,-1.0141965703240003,-1.0097725654075316,-0.985570600795803,-0.9635877765231258,-0.9651543064114566,-0.9941124710851221,-0.945901625720007,-0.4570515238064734,-0.6073631679389195,-0.7344291667074664,-0.6954821227907906,-0.705975417398217,-0.7231931467657416,-0.718522579871516,-0.7306669829862764,-0.6989321872307366,-0.01376207791581096,-0.01371477219607461,-0.014050057460635552,-0.013670570838387242,-0.013840878841827615,-0.01617309218915462,-0.011947064987033226,-0.015283437639443127,-0.012101173279928344
0.04522876716835026,-1.0211480048606463,-1.0298607211384327,-1.0141956258238671,-1.009753249780526,-0.9855645035905166,-0.963549974317425,-0.9651516630756144,-0.9941101034388586,-0.9458719676556857,-0.4570414997927725,-0.6072763299072789,-0.7343834239100859,-0.6953764813459584,-0.7058968352842411,-0.7231368502320072,-0.7184528250594001,-0.7306213172975047,-0.6988927530271398,-0.013755605848784224,-0.013695240885907923,-0.014044106694238771,-0.013667227698317417,-0.013833580142601321,-0.016170002558710313,-0.011945769449638162,-0.015283312511042285,-0.012069278876122663
0.04590444477127792,-1.0211027770722125,-1.0298573884789348,-1.0141934090442388,-1.009727910494576,-0.9855535654404878,-0.9635420829224258,-0.9651503657641394,-0.9940933135693547,-0.9458433842080579,-0.45698556628124365,-0.6072719778273866,-0.7340714003584761,-0.6953640632455181,-0.705563339168192,-0.7229288227320698,-0.7180761931115173,-0.7304330519589317,-0.6985162883203828,-0.0137484810408119,-0.013677918820003734,-0.014008629337121565,-0.013656606714577893,-0.013830416073971789,-0.016167297237353443,-0.011940097666478218,-0.015276686467313885,-0.012069058809020778
0.04596769889841994,-1.021051937820894,-1.0298259702351524,-1.0141775217183524,-1.009724310229386,-0.9855202517796584,-0.9635366656288332,-0.9651449100275062,-0.9940762734356758,-0.945832993894721,-0.45679887295462757,-0.6069519696384763,-0.7338961855752691,-0.6952242615462773,-0.7052370807552224,-0.7228066748491517,-0.7180622460825173,-0.7301205063619681,-0.6984564334194888,-0.013745825638715356,-0.013664411505761578,-0.014003352469967022,-0.013651663185666834,-0.013829767716265115,-0.016166580138364424,-0.011909151066904974,-0.015270865640598888,-0.012059603099579166
0.04685034677288664,-1.0210517319914465,-1.029824117209825,-1.0141767326235422,-1.0097233823686529,-0.9855031500668756,-0.9635226146523357,-0.9650943751937651,-0.9940729245798665,-0.9458308700776054,-0.4567212158984747,-0.60673766922815,-0.7337414336003201,-0.6952203520745657,-0.7052035963657144,-0.722606198183818,-0.7180151536278114,-0.7301149738979273,-0.698317974815301,-0.013745170862804145,-0.013659041475369438,-0.013993389066449244,-0.013650743648774487,-0.013827006195232857,-0.016165491390530515,-0.011896121784648304,-0.015264294557672987,-0.01205672201960058
0.04714993247028213,-1.021050348327068,-1.0298190500032463,-1.0141295119069909,-1.0097015094860828,-0.9854821989041272,-0.9634968535992564,-0.9650906921705393,-0.9940251391433605,-0.945805284839489,-0.4565804187340413,-0.6065838253634224,-0.733582565085506,-0.695146952155669,-0.7048798505709197,-0.7223943844243935,-0.7179602932317153,-0.7300590330131908,-0.6982037681226969,-0.013744165384662131,-0.013657322900135632,-0.013984232300790546,-0.013648532985412892,-0.013816876580188809,-0.0161619597327171,-0.011894107446683727,-0.015259618510464978,-0.012045704926396172
0.04717157173627083,-1.0210472988425852,-1.0298051197570046,-1.014109746617561,-1.0096999060334728,-0.9854655605104875,-0.963474575627202,-0.9650808525472746,-0.9939974367333878,-0.9457590115450875,-0.4563522776232141,-0.6065624047365464,-0.7334828646404978,-0.695115889674879,-0.7047698107466469,-0.7223605171714333,-0.7179550788457334,-0.7298049814968429,-0.6980302207164795,-0.013733979341707555,-0.013657207752940754,-0.013974200840923847,-0.013647717692144191,-0.013804988412312653,-0.016155822465332533,-0.011867929284380182,-0.015246357677919193,-0.012027446127340542
0.047443439499605104,-1.0210444926899647,-1.0297949458494446,-1.0141048820966405,-1.0096891741753442,-0.9854557130139041,-0.9634221156453269,-0.9650739964556616,-0.9939875591277032,-0.9457570531366453,-0.45624333352515656,-0.6065564157889043,-0.7334778437419447,-0.695043226630691,-0.7046016818537918,-0.7223508438962263,-0.7177704053007002,-0.7295237411633645,-0.6979436759558785,-0.013729544345260877,-0.013644528962570734,-0.013966904862950987,-0.013646634302266081,-0.013802440533411085,-0.01614888096653437,-0.011862873730253192,-0.015246116338214679,-0.01201538783244466
