coef,est
omega1,-1.0095733627220582
omega2,0.9882598513858731
omega3,-0.00411468116766045
omega4,0.0019320345040477107
omega5,-0.021107797037378057
omega6,0.0013236012478206605
omega7,2.004085983123467
