Zbar1,Zbar2,Zbar3,ZbarX12,ZbarX22,ZbarX32,X1,y,y_pred
0.6000000000000003,0.40000000000000013,0.0,-0.429108028844124,-0.28607201922941594,-0.0,-1.3072358555884305,-2.477805322733364,-2.2225810763899627
0.4895000000000006,0.5104999999999996,0.0,-0.0334440292561411,-0.034878808856506634,-0.0,-1.3072358555884305,-2.291565572172153,-2.117795489969717
0.633199999999999,0.3583999999999998,0.008400000000000003,-0.6538760292230401,-0.3701029198887205,-0.008674287184891894,-1.189337536299537,-1.9753917075450664,-2.0345517379516767
0.5388000000000003,0.4611999999999996,0.0,0.21947041021589705,0.18786145729690346,0.0,-1.3072358555884305,-2.4241734700877666,-2.17102243109403
0.4084999999999996,0.5915000000000007,0.0,1.0194731678347302,1.4761771818218954,0.0,-1.3072358555884305,-1.9299121318470327,-2.0677398846302677
0.4195999999999997,0.580400000000001,0.0,-0.8336048385451275,-1.1530606489313469,-0.0,-1.3072358555884305,-2.1610713267057955,-2.0261261514958377
0.1482000000000001,0.8517999999999993,0.0,0.11416998029520946,0.6562077544902785,0.0,-1.3072358555884305,-1.7651849927475334,-1.7936247300805666
0.41029999999999955,0.5897000000000008,0.0,0.2920277363583759,0.4197142484292827,0.0,-1.3072358555884305,-2.3433589271160384,-2.048361577575271
0.32620000000000016,0.6738000000000007,0.0,-0.026088339186883712,-0.0538881757943662,-0.0,-1.3072358555884305,-1.8070865900375643,-1.9554810031850534
0.36969999999999975,0.6132999999999994,0.016999999999999998,0.6763879649639231,1.1220685391192153,0.031102503122495805,-1.3072358555884305,-1.9024772851214409,-2.0561725048896173
0.47990000000000094,0.5200999999999996,0.0,-0.5866544932392683,-0.6357970450796887,-0.0,-1.3072358555884305,-1.8267166814878446,-2.096401218566124
0.5716000000000002,0.4197999999999996,0.008600000000000003,0.32600488081769763,0.23942765739550262,0.004904901985710636,-1.3072358555884305,-2.0376281794906954,-2.2216545150099383
0.4985000000000004,0.5015000000000002,0.0,0.08713429766337999,0.08765867658612848,0.0,-1.3072358555884305,-2.150330504040216,-2.1291315968908244
0.5023,0.4898000000000008,0.007900000000000008,-0.22096100445905664,-0.21546227350994648,-0.0034751979598378444,-1.189337536299537,-1.5745395625094518,-1.9064771791810093
