term,T1,T2,T3
1,0.33124797956175844,0.000449271269863824,0.00045262037386580684
2,0.33223613118477974,0.0010663827836995834,0.0006127822543342224
3,0.3316864849779472,0.0010073712391306128,0.0003534609684092261
4,0.0005385792850980476,0.0010397983870321426,0.3326951051742168
5,0.0012977550040631615,0.0004070481186485541,0.33347214894724414
6,0.0016396731187192821,0.00154914600282981,0.32888459370390405
7,0.0006305076799394896,0.33076420833381454,0.0014738514317034015
8,0.0002560434254630137,0.333111161146116,0.000954915319705714
9,0.00046684576223151507,0.330605612718865,0.0011005218266167995
