NoText_reg,BTR_noCVEM_K2,BTR_noCVEM_K3,BTR_noCVEM_K4,BTR_noCVEM_K5,BTR_noCVEM_K6,BTR_noCVEM_K7,BTR_noCVEM_K8,BTR_noCVEM_K9,BTR_noCVEM_K10,BTR_noCVEM_K15,BTR_noCVEM_K20,BTR_noCVEM_K25,BTR_noCVEM_K30,BTR_noCVEM_K40,BTR_noCVEM_K50,BTR_CVEM_K2,BTR_CVEM_K3,BTR_CVEM_K4,BTR_CVEM_K5,BTR_CVEM_K6,BTR_CVEM_K7,BTR_CVEM_K8,BTR_CVEM_K9,BTR_CVEM_K10,BTR_CVEM_K15,BTR_CVEM_K20,BTR_CVEM_K25,BTR_CVEM_K30,BTR_CVEM_K40,BTR_CVEM_K50,LDA_K2,LDA_K3,LDA_K4,LDA_K5,LDA_K6,LDA_K7,LDA_K8,LDA_K9,LDA_K10,LDA_K15,LDA_K20,LDA_K25,LDA_K30,LDA_K40,LDA_K50,sLDA_K2,sLDA_K3,sLDA_K4,sLDA_K5,sLDA_K6,sLDA_K7,sLDA_K8,sLDA_K9,sLDA_K10,sLDA_K15,sLDA_K20,sLDA_K25,sLDA_K30,sLDA_K40,sLDA_K50
1.3977922329987138,0.9907722481864831,0.954864228237404,0.9311612473754183,0.9233115956794223,0.9667199432555116,0.9207259089128272,0.8933299295506196,0.8174931649052753,0.9842566541284594,0.8897047910804345,0.9186370745684882,0.9501903879946855,1.0307509145908045,1.0129491638619548,1.087032497870476,1.0414598019171477,1.0291734602012703,1.030351486766765,1.0107186598638773,1.0572690761204968,1.032570018222499,0.9665088274897891,1.0010792650258407,0.9478101398354475,0.9550680564186526,1.0032067715405457,1.0404333359397073,1.0647408613731502,0.9910491522742142,1.0151934170246177,1.2240314024313745,1.1894526111197274,1.1185782017831427,1.086964712517411,1.1198705741508963,1.0171075311645936,1.0256932684774551,1.002522632019683,1.036252629807136,0.9765555126979023,1.0157713943671727,1.0680226317372186,1.0641794159419005,1.032875033558958,1.0499653109463791,1.1362177858735945,1.0864334264707123,1.1432533099954514,1.1447331155510974,1.0586578764240981,1.145717188596281,1.2080892512918073,1.0774003496144502,1.0560593896190196,1.1163144924580957,1.196701526295434,1.1256383903632523,1.1557385425045295,1.0995569347967713,1.1085904302892275
1.413591833237167,0.9909166477882894,0.9549860545355551,0.9319527464176625,0.9254099719250303,0.9689881814712106,0.9218884299832956,0.8935556273567179,0.8174948768654035,0.984447052078302,0.8899424185503922,0.9202051453270302,0.9505506966700837,1.0307783303283216,1.0133218657108747,1.0900407752659529,1.046405872685923,1.03391065997939,1.0568873868962338,1.0170033045621674,1.0573321488441276,1.0338632618435768,0.968365523318128,1.004464227080376,0.9594138420929683,0.9767041254498725,1.0162154235458136,1.0449650246553903,1.0650162174202595,1.002311377693024,1.0220669691872737,1.2281400324810832,1.211889202557037,1.1415893422863497,1.0888799090102672,1.121387084582192,1.0194337524762151,1.032014687463196,1.0089244158188566,1.0371752850518423,0.9827212939992543,1.0169616621978388,1.0688995886149781,1.0706764689244717,1.0466019543329326,1.0535390615448936,1.1397390336589044,1.0901344774155455,1.1484645170934438,1.1481292720127116,1.1007450032845827,1.1485394684137027,1.2290365004220276,1.0892316341140462,1.0969365600721293,1.118262304161877,1.2010662891181785,1.1305279945483897,1.1611222737831504,1.1132521956833836,1.1127970366625433
1.415635470329684,0.9913703987836269,0.9550558133035459,0.9321073774235947,0.9254214574292037,0.9693594039582273,0.9219164178861916,0.8936715766748546,0.8176847714569838,0.9844946958183608,0.8900330936090365,0.920511649417944,0.9507878054153873,1.0307925304326502,1.0139778654035132,1.0903028164474342,1.0471379113359078,1.0343642911846334,1.0574287062341483,1.0247103379859523,1.0578348720191681,1.0376846851625212,0.9758605400818195,1.008674264136612,0.9594614454068202,0.9767137422037858,1.0180337415243135,1.0491375623506547,1.0739720844195464,1.0046945907255496,1.0223730183481305,1.2329495985502015,1.2159092855834324,1.1426102524767943,1.090325302327476,1.1223473438366594,1.021531989978851,1.0352410524371007,1.009721381091467,1.0398882071936837,0.9907774601593289,1.0181329304502857,1.0737992986894795,1.0716122001105266,1.0543512761619787,1.054411063192971,1.1444670880664463,1.1189458630093525,1.1509430247321224,1.1575087345676884,1.1029894807993863,1.1495456772678532,1.231902292430156,1.0934934235403975,1.1027365614096594,1.1205254366570037,1.2069312844251758,1.135412402831956,1.1764689252599103,1.1173014560174208,1.1182879521725173
1.417258355888489,0.9917436728099541,0.9556942231836435,0.9321336610793063,0.9263942245086487,0.9695561805236675,0.9222695536666794,0.8938497021294152,0.8177590598893865,0.984580155009518,0.8900837215692368,0.920694370391578,0.9513452591704611,1.0307929242970617,1.0150997628700835,1.090615774866466,1.049666712297911,1.043499375159784,1.0649948610680202,1.0262675846789662,1.062211978105697,1.0409988337063192,0.976695505162739,1.0088057610348853,0.9633158810380382,0.9821916092872629,1.0186097654330943,1.050130975660278,1.0760980801993056,1.0050711560249648,1.0256161835249267,1.235518270563177,1.2187898613873152,1.1431315983530594,1.092484586794512,1.1234054819018027,1.021666951707714,1.037844851820172,1.0116629551879952,1.041581587457383,0.9932830031896789,1.0236179035467565,1.0757897023304375,1.0733679236522586,1.0596618785764715,1.0553711779241124,1.1464188048782593,1.118980098632221,1.1532282574054133,1.1581446116600704,1.105039213773399,1.1558158611452198,1.232766627513172,1.1014619565545303,1.109882208177304,1.125301386827608,1.207969852930693,1.1429379562054975,1.1820265778963654,1.1211253712539593,1.1321645242996705
1.417768073374277,0.9918710396960079,0.9558367462676252,0.9325013306845475,0.9265029602854787,0.9697705505474185,0.9223105540311525,0.894084541138995,0.818125362579734,0.9848387445314717,0.890472595592568,0.9207251707750699,0.951544678382844,1.0308873222094257,1.0156146455705202,1.0906593408320902,1.0505216732716065,1.0453362839636238,1.0650971160943397,1.0274529276906963,1.066674647293015,1.0423208299239428,0.9793108306031133,1.0094331764658115,0.9636563510743902,0.9846962968712303,1.0219030271344316,1.0524604687707328,1.0767090169813485,1.0133800310542815,1.0268431467231673,1.2362976667028724,1.2190037843167412,1.1440365595290805,1.0927062568475097,1.1241339315517689,1.0217708477889365,1.0412449466702638,1.0152210885036457,1.0416347252092841,0.9946294640031415,1.0237000204356654,1.0769200943555055,1.0780498841926454,1.0606448735042,1.057182664980568,1.1489636443027043,1.1223596339490358,1.1540649343576521,1.160471298325786,1.1061113935882916,1.161084876972687,1.2339318576011458,1.1015431610129653,1.1099480116047218,1.1268717796682117,1.2122833797328916,1.1431700184909173,1.1834007882091848,1.1306235598200254,1.1322066067504983
1.418290591570563,0.9918820419339034,0.9560640941840527,0.9331131661571436,0.9273291445004931,0.9700142938753755,0.9223366147679205,0.8943154407672774,0.8186277991734194,0.9848917549509779,0.8905604423179359,0.9207309765585163,0.95156373543051,1.0313178829493193,1.0159400527030744,1.0906915022752692,1.050644446981121,1.0488719005772666,1.0665000870060752,1.032000873320972,1.070434628786242,1.0478605866134876,0.9836576502712842,1.0130811792636554,0.9645444433135186,0.9873896604765598,1.02742072182727,1.0536917752724755,1.078796811825822,1.0155718275488872,1.0272447790578365,1.2367332849971089,1.2194291258578287,1.1440481733531807,1.0927184773835865,1.124290978395816,1.0228073151441324,1.041439539420876,1.0262061106905047,1.0441395208466675,0.9949443435926079,1.0244474094901674,1.0775633045956592,1.0819224594613925,1.062994006876613,1.062176242486112,1.1493035386452284,1.127375740480842,1.1544106679394048,1.1635432654793996,1.1153740624281943,1.1630898920197983,1.2352502911423036,1.1054385561788498,1.1110579062617836,1.1313603206336778,1.2137321354221267,1.1456349209911842,1.1862210884625712,1.1360368561134437,1.1332223987046015
1.4226399932139522,0.9920070343860106,0.956148288086251,0.9334929471872402,0.9273372254745215,0.9700270799936836,0.9224024499303983,0.8943795773818066,0.8186751110628939,0.9850524388417906,0.8905909252747387,0.9209210290078192,0.9520608764806205,1.0314056811706183,1.0160289634013602,1.0907260801952174,1.051834226413354,1.056392350577061,1.0676548736982565,1.033720395697524,1.0716903367040314,1.0492768611973626,0.985084592274295,1.0156437272325496,0.9651360717460544,0.9880633445642281,1.028468522171179,1.0559060274259702,1.0793300199077147,1.0181503715897569,1.0277538953156635,1.2387261406421357,1.2214375495170142,1.1454690359175461,1.0935782861050862,1.1255445192897,1.0228322805377361,1.0459968886059718,1.02642763547501,1.0453866880251776,0.9997187391341861,1.027982263037476,1.0781926293158062,1.0836842089542225,1.0656090536175769,1.0645837062986185,1.1545063279592434,1.1302945376760005,1.1551704672683916,1.168575889994772,1.122799760040531,1.1778836332493878,1.240893423555517,1.1100182461945105,1.112878756718191,1.1339772871557956,1.2143336040417005,1.1457314889120416,1.1890130675232815,1.1364909496364541,1.134556090511649
1.424561556460775,0.9921460060409973,0.9562944193782111,0.9335662285442641,0.9276215341450696,0.9703959228264253,0.9224943895019059,0.8943968881279553,0.8187173578970883,0.9851367651463676,0.8908142006368411,0.9210432931101277,0.9521048204159291,1.031427810605036,1.0161099323846925,1.0907682309741757,1.0528430848375345,1.0565733739554977,1.0762515511596207,1.0338942074880364,1.07192514968718,1.050860775867236,0.9886100800658659,1.0156977656278228,0.9653284211042366,0.9902785509324687,1.0287671324152714,1.0568425650617457,1.0794019952739826,1.0217264589877622,1.0303432812985833,1.2398510723112965,1.2220575119654373,1.1483245888760498,1.0944770765883103,1.125547091941067,1.0254881880349027,1.0483714914504836,1.0289547613414938,1.0456274175316584,1.0049526492933702,1.0300488994775812,1.0782424574833915,1.0838369760664976,1.0674275034389487,1.065181142850173,1.1576763390511267,1.1350063369592007,1.1569897621724956,1.1701642268157144,1.1228467536829525,1.1779545362315116,1.244785747525436,1.1133744311029277,1.1133202997041085,1.1360046302729216,1.2156590568364094,1.1497714413496263,1.189293040121007,1.137189474068404,1.1426507112912814
1.4256774523412383,0.9921768361839015,0.9564470567413317,0.9335754152533542,0.9277213431356339,0.9704047433716225,0.9226673416095846,0.8946302912000927,0.8187408328432988,0.9851546636163075,0.8908771089087529,0.9212213102331216,0.9521548774757842,1.0314604365779845,1.0163344082748846,1.0907820585116734,1.057286523414565,1.056845306627274,1.0774248347505213,1.0341334000036395,1.0721460339126658,1.0522934995690498,0.9891740864000941,1.0177245794673635,0.9670851538453752,0.9915240633232959,1.0296624633532305,1.0574582802136916,1.081454386976132,1.0239541507323688,1.0313107661645315,1.2406085250726684,1.2224120307192905,1.1484379463571117,1.0987623313923343,1.1282697814504645,1.0264012635636528,1.0484202226568355,1.0294045625886532,1.0469404917897644,1.0054143651721978,1.0302329986111916,1.0806528926516785,1.0838395693696299,1.0686728733260047,1.0664569663605337,1.1578916689503729,1.1350189167803175,1.157326291638508,1.1716213582641424,1.1264961280129822,1.1810136317305324,1.2452724859701634,1.1135048152792697,1.1161846044574681,1.136022619525369,1.2156657396198312,1.1498409329996602,1.1894471164239713,1.138238252687675,1.1448583131149364
1.4285712693888513,0.992192093683297,0.9566110342514405,0.9335870910368792,0.928014972759517,0.9706293536904556,0.9227033987771496,0.894725156302495,0.8187915322130238,0.9851935818593003,0.8908992399429758,0.9213136454857235,0.952305396841952,1.031463874578855,1.016385509741912,1.0908204627436877,1.0625350404617253,1.0570184350543972,1.0793563756859195,1.0341475677873249,1.0722268458984512,1.0523205937658644,0.9933699338439288,1.0177943091465547,0.9674593387336374,0.9944211891978487,1.0299390608517847,1.0577455100389095,1.082318467084192,1.0243183348289966,1.032032911282807,1.2427216135755927,1.2227142604164518,1.14958125893564,1.0994570578757505,1.128429292507536,1.0270820902743216,1.048887494556253,1.030524922784084,1.0494980515709718,1.0055436588630586,1.032220223264964,1.0806705840735227,1.0844261287258878,1.0688984426227268,1.0671927388634528,1.1579772642548538,1.1355067462476454,1.1589856604329802,1.1717020778851732,1.1278442421796435,1.1811497977773602,1.2465093821390791,1.116699547312117,1.11789102769688,1.137052150446516,1.2179081576032875,1.1503849482925916,1.1926709932793025,1.1390679793589795,1.1458857910068125
