term,T1,T2,T3
1,0.3309352323026708,0.0005802469788204255,0.0015485447541141479
2,0.3320705717505854,0.002461355265183977,0.0003074775682166686
3,0.3310370944056616,0.0017297913594078416,0.0011968870835580242
4,0.0014605374239027656,0.00033546002819477723,0.33196313604891503
5,0.0009586470604729112,0.0011809146976569447,0.3325338519260643
6,0.0017250605447530617,0.00016850597789114843,0.3296722879502326
7,0.0010930462714853408,0.3295404574015265,0.0018220174923759664
8,0.00046918148163654054,0.33321205612613103,0.00023006906896755504
9,0.0002506287588316901,0.33079121216518725,0.0007257281075556629
