coef,est
omega1,-1.0115035108579562
omega2,0.9869453519305971
omega3,-0.0031458048112398274
omega4,0.0018703529278215475
omega5,-0.020744834550902425
omega6,0.0009893788770881512
omega7,2.004969425070721
