coef,est
omega1,0.9888150351391545
omega2,-1.0075092624732278
omega3,-0.005719559115348716
omega4,-0.02077716433031801
omega5,0.0017491184607137718
omega6,0.0011462183183602384
omega7,2.0034100759540117
