coef,est
omega1,-0.9562517075387105
omega2,-0.03754111352536474
omega3,0.9890017100012344
omega4,-0.05349949294314839
omega5,0.0037567593757236086
omega6,0.025507993842083406
omega7,0.9997782208916843
