NoText_reg,BTR_noCVEM_K5,BTR_noCVEM_K10,BTR_noCVEM_K20,BTR_noCVEM_K30,BTR_noCVEM_K50,BTR_CVEM_K5,BTR_CVEM_K10,BTR_CVEM_K20,BTR_CVEM_K30,BTR_CVEM_K50,LDA_K5,LDA_K10,LDA_K20,LDA_K30,LDA_K50,sLDA_K5,sLDA_K10,sLDA_K20,sLDA_K30,sLDA_K50
-0.27426936316088346,-0.3689283980064565,-0.758463942517771,-0.8179431692339449,-0.823094393249379,-0.79784604430106,-0.3719758479890995,-0.5751783078759833,-0.7058464828385211,-0.7097504660935886,-0.7495582936336919,-0.30945352706549,-0.3804223558714117,-0.43379765386276653,-0.4639026474641318,-0.47852408318636286,-0.44108887169526795,-0.4819133174304752,-0.47641937537641066,-0.4722779597150799,-0.44807359259304774
-0.2655993035290825,-0.36883905259151545,-0.7568199796494705,-0.817857392239161,-0.8230211061977251,-0.7976666260218849,-0.37007091003196196,-0.574088806014553,-0.7056805439703786,-0.706279527316431,-0.7464062428474761,-0.30848622301966055,-0.3800011529038075,-0.4336895950423715,-0.45864642987465903,-0.47744402012908144,-0.43778684397529966,-0.4814463906555649,-0.46488364379453456,-0.47047279800022074,-0.4458388277315358
-0.26537207069712,-0.3677602540955811,-0.756555288765509,-0.8177565961663705,-0.8229358009010026,-0.7975251301993889,-0.3689851173617278,-0.571964238279467,-0.7046538867289618,-0.7057646919864874,-0.7458973390237994,-0.3081570901928319,-0.37640939758154496,-0.43333513835150256,-0.45746330552751335,-0.47636452701627147,-0.43775138229402755,-0.4757226389213395,-0.46390845725163665,-0.4689999722223797,-0.44569443796428476
-0.26454682731522405,-0.3657947295481818,-0.7562976902012062,-0.8177205152418547,-0.8228881744531883,-0.7973809886763895,-0.3682524374636277,-0.5709411229874312,-0.7045220088682598,-0.7057021370365629,-0.7439494452746022,-0.3069037068725471,-0.3760998787472365,-0.4322189428541541,-0.45664727206976574,-0.47589287497672295,-0.4371154677532124,-0.4755566831402727,-0.4631129169081631,-0.46538753326247234,-0.4446879214615899
-0.2639635441721719,-0.36550922035478817,-0.7559632900529659,-0.8176722565760023,-0.822857752346193,-0.7972733106560245,-0.36546698876892353,-0.5703055416881911,-0.7040443351816367,-0.7056204864004707,-0.742927871082887,-0.306590521073124,-0.375880992922564,-0.43073377378816974,-0.45659014761102945,-0.4754000444958693,-0.4367247815975376,-0.4738488787044544,-0.4616953681493036,-0.4649999961973381,-0.4437099434619926
-0.2633645238773832,-0.36446448835183615,-0.7555068957233826,-0.8175587142534797,-0.8228329049858806,-0.7971956160391602,-0.36380557121970014,-0.5702688829251021,-0.7034847478415407,-0.7023735789606942,-0.74277668619761,-0.30627882109919424,-0.3756239757752236,-0.42961011175379193,-0.4562582683292532,-0.4752367999374166,-0.43562897736291895,-0.4723458644023897,-0.46062098704334736,-0.46388500601670524,-0.44347803341190106
-0.26304477590275294,-0.36237402272203334,-0.7554998387439574,-0.8175007726945503,-0.8227961774984281,-0.79718110146629,-0.36358811357900456,-0.5696452748139496,-0.702913309236955,-0.7021054496074195,-0.7419981279153035,-0.3061133539789095,-0.3747853447920614,-0.42921527963265615,-0.4562472333271823,-0.47477479590577143,-0.4343344698025264,-0.47182816494506824,-0.46006539837479254,-0.4628792985805439,-0.4425449791909794
-0.2629574115659449,-0.36212437110960055,-0.7554107756219279,-0.8174954305399704,-0.8227702706892865,-0.7971528568055147,-0.3632898136362907,-0.568580827224686,-0.7025655435481798,-0.7019372972294163,-0.7416006007298458,-0.30608640800838965,-0.3739524117630616,-0.42890868963124573,-0.45606515728759467,-0.4747176058313703,-0.4342028208123454,-0.46973895107089414,-0.45776461254799705,-0.4626534948431316,-0.4425396061009773
-0.2628887486057452,-0.36199959046225816,-0.7553887679664157,-0.8174518497157678,-0.8227570693059507,-0.797118165243947,-0.36255377760768376,-0.5675405136488959,-0.7022342307732267,-0.7016346785042145,-0.7413963406407665,-0.3058734694884445,-0.3736676023177727,-0.4286981538883434,-0.4558712917778007,-0.4744942852213982,-0.43409320307710486,-0.4689204466738543,-0.45734727990101937,-0.46237698916866243,-0.44138931576998264
-0.26285590293618916,-0.3619552864713469,-0.7553090369558806,-0.817396694582422,-0.8226838104942642,-0.7971080839253649,-0.3621230378678332,-0.5666056384940746,-0.7021824355056044,-0.7013079291491405,-0.741327279479456,-0.30575110682782886,-0.3731410892265,-0.42824451435344457,-0.45544197891185784,-0.4735977241656742,-0.43384444355758156,-0.46891157106458725,-0.45727785747677124,-0.46217420169918005,-0.43994888348482625
-0.26279572428889614,-0.3616542487473528,-0.7550722651788493,-0.8173702603423826,-0.8226364523186044,-0.7970716979003487,-0.3618377395599507,-0.5663187595208445,-0.7021610026411954,-0.7012443661347101,-0.7409772918836958,-0.30565570103654693,-0.3728770413558247,-0.42824412147080915,-0.45530026114092614,-0.47340083663811083,-0.4318743316057195,-0.46809451444661093,-0.4569508593706405,-0.46209014883122507,-0.4398433049441477
-0.26260884382947824,-0.3616393696741796,-0.755017591881579,-0.8173501047177829,-0.8226119658689491,-0.7970597631613043,-0.3615819405904806,-0.5662110719500811,-0.7021376811973425,-0.7010139720152448,-0.7406566006179705,-0.30534280672480746,-0.3728689040992751,-0.42789788304529264,-0.45474475004247733,-0.4733411788663734,-0.43173236431200324,-0.4667609964728531,-0.4568202124225817,-0.4618322783352029,-0.43982700929261886
-0.2625772205116775,-0.3615424280970782,-0.7548877794725063,-0.8173331661146517,-0.8224688363948328,-0.7970540294975702,-0.3615810473939774,-0.5660270462423651,-0.7021021640607737,-0.7009391705539938,-0.740568746698051,-0.30522561367320444,-0.3725028582901077,-0.4274330661703312,-0.4538400676344884,-0.47332823576922356,-0.43151077565165247,-0.4652255316220389,-0.4559236161253738,-0.4614116225511493,-0.4375955979743779
-0.26255031920861344,-0.3615265585838567,-0.7548367220676763,-0.8173227223284862,-0.8224616489574182,-0.7969743992557901,-0.36139778873388406,-0.5658031467962569,-0.7020797979537935,-0.7005612359913291,-0.7391741506027374,-0.30492832250059476,-0.37227671350019753,-0.42687012833507815,-0.4537395635602839,-0.4732746928602997,-0.43124380316712574,-0.46493274181633815,-0.4552420002619468,-0.4608961545605964,-0.4372871745542224
-0.26248273494482016,-0.36148370697458004,-0.7547408444335298,-0.8173163160276274,-0.8224493099175638,-0.7969685578929552,-0.3608480811881408,-0.5658001556806693,-0.7019513275314637,-0.700539655088483,-0.7387979111141908,-0.30492759698764615,-0.37214370466960367,-0.426285266102142,-0.45357039586161546,-0.47316545129306453,-0.4310474925852842,-0.4647875120942723,-0.45505951986605725,-0.4607132312955556,-0.43720917222428435
-0.26238353397363273,-0.3614813580263823,-0.7546580175116652,-0.8173101425043804,-0.8224332286414409,-0.7969682533768081,-0.36079020625401564,-0.5650669785457935,-0.7019047326447614,-0.7004845682763743,-0.7387530957843287,-0.304864233487972,-0.3719248083242612,-0.4262665091984385,-0.45353080019616643,-0.4729150098673718,-0.4308439162060737,-0.46456641227894635,-0.45497207587182703,-0.4605087244526529,-0.43679155800934527
-0.2622005946183255,-0.3613622049663625,-0.754610333951121,-0.8172884286903276,-0.8224262644111352,-0.796953593953938,-0.3605764827697291,-0.564983624357556,-0.701844368215184,-0.7004246635737752,-0.7383906126560845,-0.3047910814532516,-0.3711998146082699,-0.42584352343409126,-0.4533440748781227,-0.4725931304867173,-0.43023740259296295,-0.46407852172410535,-0.454330268438707,-0.46004684100331195,-0.4367644981835501
-0.2621929652871059,-0.3612449977199942,-0.7546094762212342,-0.8172860646304873,-0.8224110549716847,-0.7969432189455921,-0.36015793824269027,-0.5648392954440009,-0.7016956300427999,-0.7003065515158338,-0.7379410263977717,-0.30470556643041957,-0.37116279947611114,-0.4257914797071869,-0.4533191277726409,-0.4724869635025497,-0.4302090361171156,-0.46392459622805515,-0.4543082496460923,-0.4595064495014863,-0.4367318732475097
-0.26213148323643826,-0.36115575271133893,-0.7545849776422356,-0.8172660904634186,-0.8224061561961739,-0.796886705380938,-0.3599960968559088,-0.5647013890748067,-0.7013355753237517,-0.7002909157163508,-0.7378675797634731,-0.30409603183896994,-0.37102371922975186,-0.4257370718731643,-0.4532923183967798,-0.47243407755424704,-0.4289502854832564,-0.4635644986511657,-0.4533730509060096,-0.4593561015840775,-0.4361081900244635
-0.2620224419098587,-0.3607770475786691,-0.7545301746639848,-0.8172656458016556,-0.8223879656579758,-0.7968793372584169,-0.3598801245278919,-0.5645903620805484,-0.7011598267318195,-0.6999017637888102,-0.7376550216772508,-0.3035507222715241,-0.37094785780741085,-0.425693989177659,-0.4531549433268057,-0.47237816929700116,-0.42853552748894075,-0.46305287020560704,-0.45253066796823244,-0.4589917937004878,-0.43598205365200976
-0.2616568478612391,-0.36066532183913025,-0.7545276899967426,-0.8172400289855395,-0.8223768536397994,-0.7968671886571773,-0.3598480536478385,-0.5641982946756467,-0.7008712780140411,-0.6997678717442086,-0.7376487125449815,-0.303323695847056,-0.3708500237107301,-0.42566767100810293,-0.4529056101713832,-0.4719718201734462,-0.42822643928147863,-0.4620513261246075,-0.4519635025277336,-0.45792211837908037,-0.4355736457858731
-0.2614854759254084,-0.3605642598318278,-0.7545158051161142,-0.8172377145993898,-0.8223727193109371,-0.796862860880275,-0.35954282249491265,-0.5640935154232722,-0.7006448236570465,-0.6996618262817877,-0.7375941710162419,-0.3031043599290626,-0.37075431129136976,-0.4253834132220289,-0.452772913826076,-0.4716862994598774,-0.4281884825592177,-0.46196661529349636,-0.45168733178596354,-0.4578282616690632,-0.4355187536732239
-0.26087747299831,-0.3605457338478358,-0.7544465352235138,-0.8172332649388482,-0.8223573483191903,-0.796844884635399,-0.3591979783446012,-0.5638847400988508,-0.7004581547166123,-0.699611573058757,-0.7373579169088812,-0.30293268583439753,-0.37075341954017665,-0.4252548177337283,-0.45275072432718416,-0.4716735096773475,-0.42800251713699866,-0.46155533887952604,-0.45151597197683224,-0.4570951602175987,-0.4355040608131758
