coef,est
omega1,0.9752877818499677
omega2,-0.9451152565291068
omega3,-0.02712618246005505
omega4,-0.0045654263522912075
omega5,0.004820688033360221
omega6,0.016164390601452416
omega7,1.9818146754520392
