run,mse,pplxy,converged
1,0.061938275160988855,0.14821633828871067,true
2,0.06193276475455304,0.14827055320652036,true
3,0.06192832108008788,0.14828206757326584,true
4,0.06194913283346066,0.14818761746942702,true
5,0.06195439768580777,0.14823281846154288,true
6,0.06194155547072253,0.14820444542862776,true
7,0.061939143899646554,0.14825921490407676,true
8,0.06195312007663003,0.14827471442991372,true
9,0.06192488378245964,0.1482478602386511,true
10,0.06194264713762266,0.1482992677555034,true
