coef,est
omega1,-0.007257876133337504
omega2,0.9892889032445424
omega3,-1.0087459507577066
omega4,0.0009137595953254418
omega5,-0.02075277393113495
omega6,0.0019141877087595228
omega7,2.0029991294981695
